Object,City of the judge’s office,Tax Related,Number of Lawyers,Number of Legal Parties,Number of Persons,Settlement,Value formatted,Unified Contribution formatted
OR-140999,Bologna,0,1,1,1,650.0,648.9934289868526,43.0
OR-145999,Milano,0,2,1,1,5200.0,5200.0,98.0
OR-145999,Milano,0,1,1,1,2369.7787219315464,4124.494139844051,98.0
OR-140999,Firenze,0,2,1,1,1000.0000000000001,3497.149505258833,98.0
OR-140999,Palermo,0,1,1,1,250.0,250.0,43.0
OR-140999,*,0,2,1,2,812.1393601009211,1032.0,37.0
OR-140999,Napoli,0,2,1,1,281.405147308119,1032.0,43.0
OR-145999,Torino,0,2,2,1,1861.464565725219,5000.0,98.0
OR-145999,*,0,2,1,1,3497.561316157945,3539.555765305657,85.0
OR-145009,Milano,0,3,2,2,3362.370170018849,5200.0,85.0
OR-145009,Napoli,0,2,2,1,882.0218031015966,5200.0,98.0
OR-140999,Napoli,0,2,1,1,1509.9064172420274,1500.0,98.0
OR-145009,Napoli,0,2,1,1,400.00000000000006,1032.0,85.0
OR-145999,Genova,0,2,0,2,1216.6393060722787,2165.442506364836,98.0
OR-140999,Roma,1,3,1,2,0.01,2099.521559837098,98.0
OR-140999,Milano,0,2,1,1,2000.0,2000.0,49.0
OR-140999,Palermo,1,3,1,4,2084.774238968418,2102.9874339960406,98.0
OR-145009,*,0,2,0,2,2985.6752159766215,5000.0,98.0
OR-140999,Roma,0,2,1,2,303.6427275161884,750.0,43.0
OR-145999,Milano,0,2,0,2,829.7288179984178,839.1507706418317,21.5
OR-145009,Milano,0,2,1,1,4030.474163810115,5200.0,98.0
OR-145009,Bologna,0,2,2,1,6039.030426659859,5200.0,85.0
OR-140999,Milano,0,1,1,1,500.0,1033.0,43.0
OR-140999,*,0,2,0,2,900.0,900.0,43.0
OR-145009,Milano,0,2,1,1,3822.4134444916517,4843.909297352584,98.0
OR-145009,Torino,0,2,1,1,1901.1680882120727,20000.0,237.0
OR-140999,Palermo,0,2,2,1,1649.1700383894924,1269.446189576205,98.0
OR-145009,Milano,0,2,2,1,1184.4468679795687,1246.2048593666973,98.0
OR-145009,Torino,0,1,2,1,12010.962236088682,20000.0,237.0
OR-145009,*,0,3,4,1,573.3297174219437,921.0755717047258,43.0
OR-140999,Cagliari,0,2,2,1,800.0,1032.2139296834155,43.0
OR-140999,Genova,0,1,0,2,654.0394040019283,664.5905821432368,43.0
OR-140999,*,0,2,2,1,3304.0883642529193,5115.861041391149,98.0
OR-145999,Torino,0,1,0,2,4.390368136600347,713.4002927163551,43.0
OR-145999,Milano,0,1,1,1,538.958514351535,526.3824559416418,43.0
OR-140999,Napoli,1,2,1,2,101.62411797189532,111.65648504632473,43.0
OR-145009,Milano,0,2,2,1,6956.246187922601,9595.033015741212,237.0
OR-145009,Firenze,0,1,2,1,1032.0,5200.0,98.0
OR-145999,Venezia,0,1,1,1,216.88542866900073,210.8595021795352,43.0
OR-145999,Napoli,0,3,1,2,2534.614250206227,2373.2699611237513,98.0
OR-140999,Firenze,0,2,1,1,500.0,500.0,43.0
OR-140999,Cagliari,0,3,3,0,1115.1285450463185,1033.0,21.5
OR-140999,*,0,1,1,1,277.2054265775598,280.71170575336896,43.0
OR-145999,Bologna,0,2,0,2,4378.927692427629,4210.217485995259,49.0
OR-145009,Genova,0,2,0,2,2829.2240819043,4361.327468524839,49.0
OR-140999,Torino,0,1,0,2,3689.371728522234,3593.745757708382,98.0
OR-145009,Milano,0,2,1,1,2470.9944265117015,3500.0,85.0
OR-145999,Milano,0,2,1,1,1800.0,1809.1301121922534,98.0
*,*,0,1,0,2,300.0,0.0,43.0
OR-145999,Firenze,0,1,2,0,2190.3636851245897,3210.5171773744623,98.0
OR-140999,*,0,4,5,0,3312.605104036346,5000.0,98.0
OR-145009,Bari,0,2,1,1,2136.9995058137974,2190.6033953249107,98.0
OR-145009,Torino,0,3,2,2,3909.1434684273927,6819.3792961984,237.0
OR-145009,Roma,0,2,1,1,4068.4429451491915,3216.4418673430423,98.0
OR-145999,Bologna,0,2,1,1,1008.1502982066479,1032.0,43.0
OR-140999,Venezia,0,1,0,2,3763.7327472409147,3750.5316124627184,98.0
OR-140999,Firenze,0,1,1,2,750.0000000000001,728.550573925186,43.0
OR-145009,Napoli,0,2,1,3,500.0,5200.0,98.0
OR-145009,Roma,0,2,1,1,1105.6920351113495,5200.0,98.0
OR-140999,Genova,0,1,0,2,1398.327579305977,1316.7925006069006,98.0
OR-140999,Torino,0,2,0,2,1269.1841379970692,2384.1390863020324,98.0
OR-145999,Milano,0,1,1,1,603.782351998504,1000.0,43.0
OR-145009,Napoli,0,2,2,1,1800.0,2902.9805056934597,98.0
OR-145009,*,0,2,2,0,3649.294954113588,3624.4390706464656,98.0
OR-140999,Milano,0,2,1,1,3465.2109673296304,3548.3016799625107,98.0
OR-140999,Bologna,0,1,1,1,250.0,250.0,43.0
OR-145009,Milano,0,1,1,1,3399.519998866212,4262.71762310906,98.0
OR-145009,*,0,1,1,1,2200.0,2298.2994541276603,98.0
OR-140999,Venezia,0,2,1,1,205.73167401668783,209.60363106576654,43.0
OR-140999,Cagliari,1,1,1,1,540.7439069622477,846.4002587938412,43.0
OR-145999,Palermo,0,1,0,2,5000.0,5000.0,98.0
OR-145999,*,0,1,1,1,2500.0,5000.0,98.0
OR-140999,Firenze,0,5,1,4,2882.6055195248855,1866.944898412073,98.0
OR-145009,Palermo,0,2,0,2,2311.997141957078,3640.866121366468,98.0
OR-145009,Milano,0,2,0,2,114.30400138908531,1592.0072657741907,98.0
OR-145009,Palermo,0,1,3,1,3499.8346485578695,3517.7615313827378,98.0
OR-145999,Roma,0,4,3,1,4918.820903833465,1473.2412956556147,43.0
OR-145009,Bologna,0,2,1,1,762.70873429676,782.7617257032936,43.0
OR-145009,*,0,2,3,1,1816.6422509010765,5164.368271167718,98.0
OR-145009,Napoli,0,3,2,1,4281.205782463329,4209.930606564429,98.0
OR-140999,Bologna,0,1,2,0,1000.0000000000001,1000.0,43.0
OR-145999,Milano,0,1,2,1,600.0,1032.0,43.0
OR-145009,Torino,0,2,3,1,1000.0000000000001,5000.0,98.0
OR-140999,Milano,0,2,0,2,1716.910302334385,1767.774115934926,98.0
OR-140999,Bari,0,1,0,2,2559.1047927854947,2500.0,49.0
OR-140999,Milano,0,2,1,1,3283.054126044302,3267.347475786841,98.0
OR-140999,Bologna,0,2,1,1,525.9045607161455,537.2105801787139,43.0
OR-140999,Bari,0,1,2,0,400.00000000000006,415.1896560571083,43.0
OR-140999,Napoli,0,1,1,1,250.0,567.4872040793567,43.0
OR-145999,Milano,0,2,1,1,723.0916043566191,1022.3191400067278,21.5
OR-145009,Milano,0,2,3,1,1904.5033460367852,2051.788175729614,98.0
OR-145009,Torino,0,3,2,1,5793.532184242942,20000.0,237.0
OR-145999,Milano,0,2,1,1,1101.293360465875,2575.900492608765,98.0
OR-140999,Milano,0,1,0,2,534.5074778765705,516.0,43.0
OR-140999,Torino,0,1,2,0,2501.5013584951193,2524.0631265915936,98.0
OR-140999,Genova,0,2,0,2,1026.7025784366504,3808.7201697253295,98.0
OR-145999,Bari,0,2,1,1,772.5002794973507,763.477449718881,43.0
OR-145999,*,0,1,1,1,550.0,543.200568524491,43.0
OR-145999,Milano,0,1,0,2,628.5237709733459,619.5803200591567,43.0
OR-145999,Cagliari,0,2,0,2,1581.0258418397736,3243.6401337317934,98.0
OR-140999,Firenze,0,1,2,0,1032.91,1830.9301611380367,98.0
OR-140999,Napoli,0,2,1,1,1468.20399517371,5200.0,98.0
OR-140999,Milano,0,2,1,1,250.0,250.0,43.0
OR-145999,Milano,0,1,0,2,800.0,798.4771413354091,43.0
OR-140999,Palermo,0,2,2,0,54217.04617836729,0.0,237.0
OR-140999,*,0,1,1,2,3947.4469100944384,4000.0,98.0
OR-140999,Milano,0,3,0,3,2068.3988169439567,2285.343476273226,98.0
OR-145999,Bari,0,2,0,2,1199.9999999999998,2369.8298150093083,98.0
OR-140999,Torino,0,1,0,2,250.0,250.0,43.0
OR-145009,Palermo,0,2,1,1,2225.2878490526427,6977.539612200157,237.0
OR-140999,Milano,0,2,1,1,500.0,511.5049520850693,43.0
OR-145009,Torino,0,2,1,1,951.5920490492156,20000.0,237.0
OR-145999,Milano,0,2,0,2,1400.0,1363.2541927064099,49.0
OR-145999,Milano,0,1,1,1,3347.952548312713,3447.275488462872,98.0
OR-140999,Genova,0,2,0,2,837.8204586131659,835.6201850932699,43.0
OR-145999,Milano,0,1,0,2,3195.971442509697,3098.9378598821245,98.0
OR-140999,Firenze,0,2,4,1,3319.463535044233,3286.4281284066165,98.0
*,Genova,0,1,2,0,1635.9674481626114,1667.951459355752,98.0
OR-140999,Milano,0,2,0,2,1032.980696130271,1033.0,43.0
OR-145009,Napoli,0,2,1,2,1133.458909076031,3925.5803192269937,98.0
OR-140999,Firenze,1,1,1,2,700.0,677.955143016246,43.0
OR-145009,Napoli,0,4,3,2,700.0,1020.8704962156571,43.0
OR-140999,Genova,0,1,1,1,326.2027538476899,215.6935162123795,43.0
OR-140999,Palermo,0,1,0,2,1000.0000000000001,1358.8767589299405,98.0
OR-140999,Napoli,1,2,1,2,50.00037989334189,1032.0,42.5
OR-140999,*,0,2,2,0,2193.7498082911648,2094.3918764529267,49.0
OR-145999,Bari,0,1,1,1,1942.630132092359,2000.0,98.0
OR-145009,Venezia,0,3,2,1,9549.570428197549,9291.314306415752,237.0
OR-145009,*,0,1,2,1,1690.815931863215,2500.0,98.0
OR-145009,*,0,2,2,1,2857.2066603287076,3705.8264001800776,98.0
OR-140999,Roma,0,4,4,2,6355.913707444261,5069.97571391238,98.0
OR-145999,*,0,1,1,1,3014.1200920339074,3073.701887057426,98.0
OR-140999,Cagliari,0,2,2,0,3495.029281177138,3334.3756281251312,49.0
OR-145999,Venezia,0,1,0,2,2757.7709767649485,2722.522594400752,98.0
OR-145009,Roma,0,2,1,1,1110.6401687705513,1130.9264598994118,98.0
OR-145009,Milano,0,2,1,1,1248.8019098152417,2166.3499526610335,98.0
OR-145999,*,0,2,1,1,590.8585952631374,584.9608725288754,43.0
OR-145009,Milano,0,1,0,2,310.4313701537594,300.35084170871653,43.0
OR-145009,Torino,0,2,0,2,79.00197461308946,4605.972007269268,98.0
OR-140999,Napoli,0,1,1,1,1568.2826567331626,4106.90670547077,85.0
OR-145009,Venezia,0,2,1,1,2136.4338251124445,5000.0,98.0
OR-145009,Bari,0,2,1,1,2574.2504193542572,8347.00164953844,237.0
OR-140999,Milano,0,2,0,2,3301.443533125915,3227.858632440647,49.0
OR-145999,Cagliari,0,2,1,1,1000.0000000000001,2478.8661712220865,98.0
OR-140999,Palermo,0,1,1,2,493.7344786552321,484.77526397916466,37.0
OR-140999,Milano,0,1,0,2,500.0,500.0,43.0
OR-140999,Napoli,1,2,1,2,0.01,167.56613347644839,43.0
OR-145009,*,0,1,1,1,1363.5055907220278,1375.743796530798,98.0
OR-145999,Milano,0,2,0,2,300.0,300.55492811698593,43.0
OR-140999,Napoli,0,2,0,2,4120.848281780107,4194.239392517398,49.0
OR-140999,*,0,1,1,1,621.3989491753558,620.2152116219795,43.0
OR-145009,Napoli,0,2,2,1,3641.506792432749,14327.347352852115,206.0
OR-145009,*,0,2,0,2,1762.3743624634883,1813.9272390958538,98.0
OR-140999,Bari,0,2,1,1,546.2733392543817,537.7731887718538,43.0
OR-145999,Milano,0,2,1,1,148.71619356267266,153.07061915010553,43.0
OR-145999,Firenze,0,2,0,2,250.0,250.0,43.0
OR-145009,Milano,0,2,3,1,600.0,1021.4106605477165,37.0
OR-145009,Palermo,0,2,1,1,1990.833737120597,4221.158563167361,98.0
OR-145009,Milano,0,2,2,1,2497.9293210378146,5200.0,98.0
OR-145999,Napoli,0,2,1,1,998.6106600487184,875.6039754591691,43.0
OR-140999,Cagliari,0,2,1,1,806.722900052777,863.5297262827125,43.0
OR-145009,Torino,0,2,0,3,1065.606533070257,15284.44768177889,237.0
OR-145009,Firenze,0,2,1,2,281.3890556179786,276.0,43.0
OR-145009,Torino,0,1,1,1,727.9268937816662,1100.0,43.0
OR-145009,Palermo,0,6,2,4,19395.150243547858,4633.556462818186,206.0
OR-140999,Napoli,1,1,1,2,500.0,469.80616416522736,43.0
OR-145999,Torino,0,2,1,1,450.0,5000.0,98.0
OR-145009,*,0,2,1,1,2458.676264895593,14211.91747767105,237.0
OR-145009,Firenze,0,2,2,1,655.4570420999765,5200.0,98.0
OR-140999,Milano,0,2,1,1,708.1733134368992,1000.0,43.0
OR-140999,Bari,0,2,2,1,500.0,1000.0,43.0
OR-145009,Milano,0,1,1,1,1032.91,1032.0,21.5
OR-145009,Torino,0,2,0,2,403.47731132103905,4447.514330294742,98.0
OR-140999,Palermo,0,1,1,1,1100.0,1033.0,43.0
OR-140999,Napoli,0,2,0,2,2690.667359725877,2611.501957525128,98.0
OR-145009,*,0,3,3,0,2379.952575438513,4000.0,98.0
OR-140999,*,0,1,2,0,1081.3443305512453,1037.5749079455945,43.0
OR-145009,Palermo,0,5,4,1,2400.0,2275.726921635517,98.0
OR-145009,Milano,0,1,2,1,871.4591036760005,1000.0,43.0
OR-145009,Roma,0,3,2,2,4746.354503067263,19591.321169863542,237.0
OR-145009,Bari,0,2,0,2,3502.6503929297864,3451.779811490081,98.0
OR-145999,Bologna,0,1,1,1,771.1830145797941,796.0062714892,43.0
OR-140999,Palermo,0,2,2,0,2403.2883696396175,2191.7002804178123,42.94893359113551
OR-140999,Torino,0,1,1,1,4114.252452360709,4020.2124459393076,98.0
OR-145999,Palermo,0,2,1,1,5000.0,5000.0,49.0
OR-145009,*,0,2,2,1,1115.0037256940884,5200.0,98.0
OR-145009,Napoli,0,2,1,1,1995.4282159138354,5000.0,98.0
OR-145009,Firenze,0,1,2,2,500.0,936.9522626035986,43.0
OR-145009,Napoli,0,2,1,1,2500.0,2501.2945314452027,98.0
OR-145009,Napoli,0,7,6,1,1032.91,2802.764855325446,98.0
OR-145009,Torino,0,5,1,4,5000.0,5000.0,98.0
OR-145009,Milano,0,1,1,1,250.0,400.0,43.0
OR-140999,Roma,0,1,1,1,776.6820088259477,2997.5297844517845,98.0
OR-145999,*,0,1,1,1,1971.4432986407946,4368.075607366177,98.0
OR-145009,Palermo,0,2,2,1,7989.344283349418,7894.477762315945,237.0
OR-145999,Milano,0,1,0,2,505.9168417191125,501.45730719372136,43.0
OR-145999,Milano,0,3,2,1,500.0,800.0,43.0
OR-145009,*,0,4,2,3,6580.482136377132,7315.992980207353,237.0
OR-145999,Roma,0,1,0,2,517.0292598960455,511.1380138075685,43.0
*,*,0,1,3,1,1466.1860987190166,1391.1782533977312,98.0
OR-140999,Bologna,0,1,1,2,276.46985037880313,262.8425548250006,43.0
OR-145999,*,0,1,0,2,300.0,290.6850869159029,43.0
OR-145009,Palermo,0,6,3,3,7426.872259684773,8003.662038606832,237.0
OR-145999,Milano,0,2,0,2,3651.4262743854742,3619.164254453477,49.0
OR-145999,Napoli,0,2,1,1,1472.7669558803225,2845.0566859102887,98.0
OR-140999,Torino,0,4,1,3,4227.593912227548,4556.948891448816,98.0
OR-140999,*,0,2,1,1,3064.928892881907,5200.0,98.0
OR-140999,Milano,0,1,0,2,3149.979940663659,3063.84970796486,98.0
OR-140999,Palermo,0,3,3,0,929.5136531555097,3673.594620437682,98.0
OR-145009,Torino,0,2,1,1,4986.069418631554,11563.6211710785,237.0
OR-145999,Firenze,0,1,2,1,1781.5974533797714,2103.964407886451,98.0
OR-145009,Bari,0,2,2,1,1199.9999999999998,5200.0,85.0
OR-145009,*,0,1,3,1,5169.4385411646845,26000.0,237.0
OR-145009,Napoli,0,2,2,1,6079.262013582536,5303.314306506058,237.0
OR-145009,Roma,0,2,2,1,650.3974555008701,1942.964790095489,98.0
OR-140999,Palermo,0,2,1,2,2089.0275054631165,3500.0,98.0
OR-145999,Palermo,0,1,1,3,500.0,500.0,43.0
OR-145009,*,0,2,1,1,1032.91,5000.0,98.0
OR-140999,Roma,1,2,1,2,0.01,1089.584223128627,43.0
*,Firenze,0,1,0,2,500.0,500.0,43.0
OR-140999,Roma,0,2,4,1,1000.0000000000001,1000.0,43.0
OR-140999,Torino,0,1,1,1,308.632188124842,1054.8204976711784,43.0
OR-145999,Milano,0,1,1,1,250.0,250.0,43.0
OR-145009,Roma,0,3,2,1,1032.9993456543461,1057.287405279117,37.0
OR-145999,*,0,3,2,2,1741.9779773821679,1554.9612831323623,98.0
OR-140999,Milano,0,2,1,2,600.0,600.0,37.0
OR-145999,Milano,0,1,0,2,512.749764924971,500.0,43.0
OR-145009,Napoli,0,2,1,3,11582.786962255845,12510.671081044475,237.0
OR-145999,Roma,0,2,2,1,500.0,500.0,43.0
OR-145999,Torino,0,1,1,1,1254.9269786196596,1232.638841459441,98.0
OR-140999,Napoli,0,3,2,1,292.23639027069134,444.02437060303856,43.0
OR-140999,Palermo,0,2,7,2,1909.6954512354162,4244.390355402656,98.0
OR-145999,Napoli,0,2,1,1,2360.8817245076884,2396.488206646074,49.0
OR-145009,Napoli,0,3,2,2,250.0,1025.260983634067,43.0
OR-145009,Torino,0,3,2,1,1491.1771454188156,11283.966132647849,237.0
OR-140999,Napoli,0,2,1,2,4101.587809765871,4090.773009934599,98.0
OR-140999,Firenze,0,1,0,2,1696.6125315716101,1617.6460552764427,98.0
OR-140999,Milano,0,3,1,2,732.4666238620199,727.2484867549022,37.0
OR-145999,Milano,0,2,1,1,5193.273274066072,0.0,237.0
OR-140999,Milano,0,2,1,1,463.8397756377008,490.16199621347994,43.0
OR-140999,Torino,0,2,1,1,498.9878059597246,499.6975426257629,21.5
OR-145999,*,0,3,1,2,500.0,586.3637415400308,43.0
OR-145999,Milano,0,1,0,2,538.4242814607796,546.9917683414897,43.0
OR-140999,Venezia,0,1,0,2,514.3797402841207,500.49743759112727,43.0
OR-145999,Milano,0,1,0,2,2921.6436144105023,2935.650034880056,98.0
OR-145009,Torino,0,1,2,1,1348.5564232628783,5200.0,98.0
OR-140999,Napoli,1,1,1,1,1.0,2186.963812529234,98.0
OR-145009,Palermo,0,2,0,2,4275.925391145442,4217.773613254395,49.0
OR-145009,Roma,0,2,1,2,5385.009970529138,5200.0,237.0
OR-145009,Bologna,0,2,3,2,1896.2769514470183,1834.0844859086787,98.0
OR-140999,Milano,0,1,1,1,526.1647345556956,521.2047857538458,43.0
OR-140999,Milano,0,1,1,1,25.909219662178813,156.97309214939978,43.0
OR-140999,Milano,0,3,1,2,1047.7968893054262,1033.0,43.0
OR-140999,Roma,0,2,0,2,250.0,250.0,43.0
OR-140999,*,0,2,1,1,467.6689441264822,5200.0,98.0
OR-145999,Napoli,0,1,0,2,721.7586686571311,725.1400235372286,43.0
OR-145009,Milano,0,1,1,1,1787.7556770030885,1773.4625409462062,98.0
OR-140999,Napoli,1,2,1,2,1.0,158.7257228306168,43.0
OR-140999,*,0,1,1,1,1032.91,1010.2458366159976,43.0
OR-145999,Palermo,0,1,1,1,3301.191459758023,3363.004243655039,98.0
OR-140999,Torino,0,1,2,0,1598.5720998293066,1634.2008284603373,98.0
OR-145009,*,0,2,2,1,450.0,1939.4744867824918,98.0
OR-145009,Napoli,0,2,1,1,3405.053501046174,7149.759359081221,237.0
OR-145009,Bari,0,3,2,1,4993.19043881797,5200.0,98.0
OR-145009,Genova,0,1,1,2,2623.9670536609065,2837.9036878238962,98.0
OR-145009,*,0,2,1,1,2530.7826411966275,4180.360735674586,85.0
OR-145009,*,0,4,1,3,1.0,1617.1628997996336,98.0
OR-145009,Bologna,0,2,2,1,1000.0000000000001,2088.99996317034,98.0
*,Napoli,0,5,4,2,911.311378849068,866.8838764745966,43.0
OR-145009,Torino,0,2,2,1,4961.174310564255,4926.081327086613,98.0
OR-140999,Bari,0,3,1,2,3787.808534449369,5000.0,98.0
OR-145009,*,0,2,2,3,6662.269531841172,16027.203510935433,237.0
OR-140999,Napoli,0,2,1,1,3836.251912862197,5000.0,98.0
OR-140999,Napoli,0,2,2,0,438.8585720634407,410.54014370399784,43.0
OR-145009,*,0,2,2,1,12652.032512197784,12129.410494545042,237.0
OR-145009,Napoli,0,1,1,1,3022.9571271151312,5000.0,98.0
OR-145009,Firenze,0,1,1,1,250.0,250.0,43.0
OR-145999,Roma,0,2,0,2,805.8167421766082,831.2850167756882,43.0
OR-140999,Roma,0,2,1,1,277.49409610346964,291.4730772726277,43.0
OR-145009,Genova,0,6,5,1,8876.453815742087,2905.2128407107316,49.0
OR-145999,Roma,0,2,1,1,450.81734086166654,1068.686316098893,43.0
OR-145009,Venezia,0,2,2,1,435.1667452343272,1199.633130768751,98.0
OR-140999,*,0,2,0,2,2340.4932297065616,2449.368784286644,49.0
OR-145009,Palermo,0,3,2,1,2274.4658222136186,2737.208093031528,98.0
OR-140999,Napoli,0,2,1,1,649.649038639902,648.6293154329181,43.0
OR-145009,Palermo,0,3,3,0,9243.173861112768,26000.0,237.0
OR-145999,Genova,0,1,0,2,255.27542896964852,250.0,43.0
OR-145999,Torino,0,1,1,1,1741.852995083404,1782.9182794244268,98.0
OR-145009,*,0,2,2,1,1199.9999999999998,5000.0,98.0
OR-145999,Palermo,0,1,1,1,570.2965564054809,560.5334464360946,43.0
OR-140999,*,0,3,3,0,2639.012489719226,2544.1782776575865,49.0
OR-145999,*,0,2,1,1,1300.0,1254.7194911306972,98.0
OR-145999,Roma,0,2,1,1,2.0,309.8901252913186,43.0
OR-145009,Milano,0,4,3,2,1227.8410493514682,1989.787106090902,98.0
OR-145009,Genova,0,2,1,1,774.9564386480207,1567.8638835592412,98.0
OR-145009,Torino,0,2,2,1,0.01,3487.838404014974,98.0
OR-140999,Milano,0,1,1,1,486.01660107824955,492.3321192871206,43.0
*,Genova,0,2,0,2,5312.008810520901,5200.0,98.0
OR-145999,Torino,0,2,0,2,1.0,1204.3846806608417,98.0
OR-145999,Torino,0,1,1,1,344.26072415756556,350.0,43.0
OR-145009,Napoli,0,2,1,1,115.85025582308361,1200.0,21.5
OR-140999,Firenze,0,1,1,1,318.3172420843618,326.0273755134619,43.0
OR-140999,Torino,0,1,2,0,730.325479754633,715.6648977747291,43.0
OR-140999,Cagliari,0,3,2,1,1000.0000000000001,1000.0,43.0
OR-140999,*,0,2,1,1,2094.569557466095,2047.7718706330481,49.0
OR-145009,Milano,0,2,2,1,6074.317487091948,7338.441713373582,237.0
OR-145009,Palermo,0,2,1,1,2.0,1100.0,37.0
OR-145999,Palermo,0,2,1,1,2960.6880617972834,3000.0530246014728,42.5
OR-140999,Venezia,0,2,1,2,8182.003699639952,7658.827442608991,237.0
OR-145999,Milano,0,2,2,2,500.0,500.0,43.0
OR-145009,Milano,0,2,1,3,4716.1903529951815,4793.935983721437,98.0
OR-145009,Torino,0,5,3,2,1798.9774368194953,1677.9740936409405,85.0
OR-145999,*,0,2,0,2,3801.171433886995,3799.589053302431,49.0
OR-145999,Milano,0,1,1,1,1467.3449519370574,1461.5901170110583,98.0
OR-145009,Napoli,0,2,2,0,750.0000000000001,3665.9939126547633,98.0
OR-145999,*,0,2,2,1,263.80612061696587,2500.0,98.0
OR-140999,Napoli,0,1,1,1,4978.548285051848,4965.064104150156,98.0
OR-145009,Milano,0,1,2,2,2129.7756630159533,2029.2034652062805,98.0
OR-145009,Roma,0,2,2,1,2556.8284053234943,4678.263084559711,98.0
OR-145009,Bologna,0,13,1,7,10465.332994507195,25739.785402172194,237.0
OR-140999,Palermo,0,2,2,0,600.0,537.2873985315209,21.5
OR-145999,Milano,0,2,1,1,533.6223403314106,524.8386425096234,43.0
OR-140999,Venezia,0,1,0,2,914.0295906663789,924.3663918026957,43.0
OR-140999,Palermo,1,3,1,2,810.638964993987,1200.0,98.0
OR-145009,Roma,1,3,1,2,0.01,5637.9531929027935,237.0
OR-145009,Torino,0,1,1,1,4355.223368645047,4321.762472053976,98.0
OR-140999,Napoli,0,0,2,0,250.0,250.0,43.0
OR-145009,Napoli,0,1,1,1,600.0,1032.0,43.0
OR-145009,Roma,0,2,0,2,1.0,4285.461548522534,98.0
OR-140999,Cagliari,0,2,1,1,111.44894097678039,210.58380120550504,21.5
OR-145999,Torino,0,2,1,1,550.0,5000.0,98.0
OR-140999,Bologna,0,2,2,1,3559.629016104208,4716.26273697684,98.0
OR-145999,Napoli,0,1,1,1,639.1799437840508,636.9261809636106,43.0
OR-145009,Firenze,0,1,1,1,1300.9550217257822,5000.0,98.0
OR-145999,Venezia,0,1,0,2,2889.1185911012576,0.0,98.0
OR-145009,Milano,0,1,1,3,5000.0,1747.326732956884,98.0
OR-140999,Bologna,0,1,2,0,2464.789991962396,2500.0,98.0
OR-145009,Bari,0,2,2,0,81.60231826758235,1500.0,98.0
OR-145009,Roma,0,2,0,2,1.0,3885.120088993134,98.0
OR-145999,Genova,0,1,0,2,1081.580259086149,1100.0,43.0
OR-145009,Napoli,0,2,1,1,963.0187884006127,5000.0,98.0
OR-145009,Milano,0,2,1,1,3000.0,5000.0,98.0
OR-145999,Torino,0,2,1,1,20000.0,18865.831914314003,237.0
OR-140999,Roma,0,2,2,1,93.19533821365458,99.16449494599446,43.0
OR-140999,Napoli,1,1,1,1,2918.7706017752193,2776.197203274298,98.0
OR-145009,Venezia,0,2,1,1,450.0,678.9734318554943,43.0
OR-140999,Milano,0,2,0,2,1162.9947605975856,1108.7157990960563,98.0
OR-140999,Bologna,0,0,1,1,310.5914170667966,550.0,43.0
OR-140999,Milano,0,2,0,2,1119.6790882724472,1458.5075661940346,98.0
OR-140999,Genova,0,1,2,0,500.0,500.0,43.0
OR-145999,Palermo,0,2,3,1,1000.0000000000001,1100.0,98.0
OR-140999,Napoli,0,2,1,1,203.54626958759195,1032.0,43.0
OR-145009,Napoli,0,1,1,1,1294.8249744228606,1290.8954478935616,98.0
OR-145009,Bari,0,3,1,2,1032.9936783627004,1043.0905693872041,43.0
OR-145009,Genova,0,3,3,1,2008.1180578643734,5200.0,98.0
OR-145999,Milano,0,1,1,1,966.7329590258009,951.2847358420524,43.0
OR-140999,Napoli,1,1,1,2,500.0,550.0,43.0
OR-140999,Torino,0,1,2,0,1500.0,1500.0,98.0
OR-140999,Cagliari,0,1,1,2,733.972739893196,700.0,43.0
OR-145009,Napoli,0,3,2,3,592.0785437022739,3309.296278045841,98.0
OR-145999,Milano,0,1,1,1,887.725037594218,896.4519362308831,43.0
OR-145009,*,0,1,3,2,1500.0,1485.8132693360694,98.0
OR-145009,Napoli,0,2,1,1,2437.2008213678873,5000.0,98.0
OR-140999,Milano,0,2,0,2,102.0869002851634,1600.0,98.0
OR-140999,Venezia,0,1,0,2,729.8645553235028,2095.6875001713342,98.0
OR-145009,Palermo,0,2,1,1,4270.50443060607,5000.0,85.0
OR-145999,*,0,2,2,0,1032.6124496492234,1000.0,43.0
OR-140999,Roma,0,1,1,1,281.962992687337,289.7275302596813,43.0
OR-140999,Napoli,0,2,0,2,1412.3863045969713,2176.5374056983237,98.0
OR-145999,Milano,0,2,2,0,1532.0183605355685,3000.0,49.0
OR-145009,Napoli,0,2,1,2,779.9676352421886,1000.0,43.0
OR-145999,Palermo,0,2,0,2,900.0,2502.8973874372573,98.0
OR-145999,Palermo,0,1,0,2,320.9433747760825,317.8078677687762,43.0
OR-140999,Napoli,1,2,1,2,145.60800580170755,1024.935830951615,43.0
OR-145009,Firenze,0,2,1,2,5382.495452923629,7480.418360018561,237.0
